post_id,influencer_id,platform,posted_at,caption,views,likes,comments,shares,audio_type,campaign_tag
182,4,instagram,2025-09-30T16:08:14.784718,You asked for it so here it is. Storytelling vlogs.  Full routine and products in the description.,3299,224,32,29,trending,reggaeton_launch_q2
183,4,instagram,2025-11-13T22:44:12.784718,This audio is stuck in my head. Storytelling vlogs.  Full routine and products in the description.,7825,288,31,39,catalogue,fitness_january_push
184,4,instagram,2025-07-27T13:17:18.784718,Cannot believe this just happened. Storytelling vlogs.  Full routine and products in the description.,5580,189,37,27,catalogue,gaming_console_drop
185,4,instagram,2025-10-06T22:19:24.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,8352,361,43,83,catalogue,fitness_january_push
186,4,instagram,2025-11-02T03:38:51.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,9438,686,85,135,trending,gaming_console_drop
187,4,instagram,2025-08-07T05:19:23.784718,Tag a friend who needs to see this. Storytelling vlogs.  Full routine and products in the description.,4568,184,20,47,catalogue,gaming_console_drop
188,4,instagram,2025-11-03T06:35:01.784718,You asked for it so here it is. Storytelling vlogs.  Full routine and products in the description.,7720,537,83,108,catalogue,gaming_console_drop
189,4,instagram,2025-07-30T18:27:03.784718,Tag a friend who needs to see this. Storytelling vlogs.  Full routine and products in the description.,6911,405,54,76,original,back_to_school_2025
190,4,instagram,2025-09-07T00:06:30.784718,This audio is stuck in my head. Storytelling vlogs.  Full routine and products in the description.,7138,382,74,62,trending,beauty_summer_2025
191,4,instagram,2025-09-20T20:57:13.784718,Day 21 of posting until this goes viral. Storytelling vlogs.  Full routine and products in the description.,2815,98,19,29,original,
192,4,instagram,2025-08-12T03:59:17.784718,Cannot believe this just happened. Storytelling vlogs.  Full routine and products in the description.,3730,178,19,47,trending,gaming_console_drop
193,4,instagram,2025-08-17T16:43:20.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,5554,350,65,29,original,back_to_school_2025
194,4,instagram,2025-10-07T22:31:41.784718,POV you are listening to this on repeat. Storytelling vlogs.  Full routine and products in the description.,5989,326,24,94,trending,fitness_january_push
195,4,instagram,2025-09-25T06:16:28.784718,"New drop just landed, what do you think. Storytelling vlogs.  Full routine and products in the description.",8432,283,37,112,trending,
196,4,instagram,2025-10-21T14:32:29.784718,Behind the scenes of the next project. Storytelling vlogs.  Full routine and products in the description.,4107,206,40,46,original,beauty_summer_2025
197,4,instagram,2025-10-17T05:00:54.784718,Day 25 of posting until this goes viral. Storytelling vlogs.  Full routine and products in the description.,5061,308,23,38,trending,reggaeton_launch_q2
198,4,instagram,2025-11-05T22:37:03.784718,You asked for it so here it is. Storytelling vlogs.  Full routine and products in the description.,3498,203,19,48,trending,gaming_console_drop
199,4,instagram,2025-10-08T07:17:44.784718,This audio is stuck in my head. Storytelling vlogs.  Full routine and products in the description.,5795,211,18,81,trending,
200,4,instagram,2025-11-04T14:23:09.784718,You asked for it so here it is. Storytelling vlogs.  Full routine and products in the description.,4579,338,31,86,trending,beauty_summer_2025
201,4,instagram,2025-10-12T03:45:43.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,2238,111,8,6,catalogue,beauty_summer_2025
202,4,instagram,2025-08-02T01:56:49.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,4853,291,39,59,original,
203,4,instagram,2025-07-29T15:49:26.784718,Tag a friend who needs to see this. Storytelling vlogs.  Full routine and products in the description.,2452,92,7,12,catalogue,beauty_summer_2025
204,4,instagram,2025-07-27T15:10:59.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,4309,251,24,53,original,fitness_january_push
205,4,instagram,2025-11-22T18:30:07.784718,Tag a friend who needs to see this. Storytelling vlogs.  Full routine and products in the description.,2963,95,10,13,trending,back_to_school_2025
206,4,instagram,2025-10-13T09:25:23.784718,"New drop just landed, what do you think. Storytelling vlogs.  Full routine and products in the description.",4267,154,14,48,trending,beauty_summer_2025
207,4,instagram,2025-08-12T02:36:14.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,8758,561,45,47,catalogue,reggaeton_launch_q2
208,4,instagram,2025-09-13T12:21:52.784718,Cannot believe this just happened. Storytelling vlogs.  Full routine and products in the description.,6830,396,33,26,original,reggaeton_launch_q2
209,4,instagram,2025-09-24T13:08:29.784718,You asked for it so here it is. Storytelling vlogs.  Full routine and products in the description.,5227,229,37,13,original,
210,4,instagram,2025-10-03T06:01:09.784718,Trying something different today. Storytelling vlogs.  Full routine and products in the description.,8668,500,90,91,trending,beauty_summer_2025
211,5,instagram,2025-10-22T11:26:43.784718,You asked for it so here it is. Reaction content.  Let me know what topic to cover next.,10301,247,37,52,original,reggaeton_launch_q2
212,5,instagram,2025-08-06T05:07:58.784718,POV you are listening to this on repeat. Reaction content.  Let me know what topic to cover next.,23415,538,120,125,catalogue,
213,5,instagram,2025-11-21T12:47:35.784718,POV you are listening to this on repeat. Reaction content.  Let me know what topic to cover next.,12295,206,40,73,original,fitness_january_push
214,5,instagram,2025-10-13T16:32:39.784718,Tag a friend who needs to see this. Reaction content.  Let me know what topic to cover next.,13421,238,15,66,catalogue,
215,5,instagram,2025-09-29T12:24:57.784718,Behind the scenes of the next project. Reaction content.  Let me know what topic to cover next.,14870,392,46,97,trending,gaming_console_drop
216,5,instagram,2025-11-11T05:53:36.784718,You asked for it so here it is. Reaction content.  Let me know what topic to cover next.,21762,423,100,106,trending,fitness_january_push
217,5,instagram,2025-10-29T07:03:59.784718,Tag a friend who needs to see this. Reaction content.  Let me know what topic to cover next.,11203,207,30,48,trending,fitness_january_push
218,5,instagram,2025-10-22T23:21:24.784718,"New drop just landed, what do you think. Reaction content.  Let me know what topic to cover next.",13486,266,42,48,trending,
219,5,instagram,2025-10-12T03:59:09.784718,Cannot believe this just happened. Reaction content.  Let me know what topic to cover next.,12898,241,23,68,catalogue,
220,5,instagram,2025-11-01T12:50:47.784718,Day 18 of posting until this goes viral. Reaction content.  Let me know what topic to cover next.,15669,381,43,111,original,fitness_january_push
221,5,instagram,2025-11-19T07:47:45.784718,Day 12 of posting until this goes viral. Reaction content.  Let me know what topic to cover next.,14021,377,28,93,original,reggaeton_launch_q2
222,5,instagram,2025-09-20T12:33:46.784718,Behind the scenes of the next project. Reaction content.  Let me know what topic to cover next.,15398,271,60,63,catalogue,
223,5,instagram,2025-09-13T04:53:41.784718,Day 4 of posting until this goes viral. Reaction content.  Let me know what topic to cover next.,16566,357,36,57,original,
224,5,instagram,2025-10-14T07:23:33.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,6138,160,12,45,trending,
225,5,instagram,2025-10-30T16:31:50.784718,You asked for it so here it is. Reaction content.  Let me know what topic to cover next.,5359,141,17,30,catalogue,beauty_summer_2025
226,5,instagram,2025-08-19T18:07:23.784718,Tag a friend who needs to see this. Reaction content.  Let me know what topic to cover next.,7192,185,19,53,trending,back_to_school_2025
227,5,instagram,2025-10-11T02:01:45.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,23083,657,56,118,catalogue,
228,5,instagram,2025-11-09T04:46:54.784718,Cannot believe this just happened. Reaction content.  Let me know what topic to cover next.,21182,634,81,65,catalogue,
229,5,instagram,2025-09-30T21:00:19.784718,Day 23 of posting until this goes viral. Reaction content.  Let me know what topic to cover next.,22300,426,77,44,catalogue,
230,5,instagram,2025-08-17T05:38:53.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,19336,469,87,116,catalogue,
231,5,instagram,2025-10-15T20:17:02.784718,You asked for it so here it is. Reaction content.  Let me know what topic to cover next.,20214,375,39,113,original,gaming_console_drop
232,5,instagram,2025-09-12T11:31:11.784718,Trying something different today. Reaction content.  Let me know what topic to cover next.,7984,148,12,28,trending,fitness_january_push
233,5,instagram,2025-11-11T22:23:40.784718,"New drop just landed, what do you think. Reaction content.  Let me know what topic to cover next.",21259,565,54,152,catalogue,gaming_console_drop
234,5,instagram,2025-10-07T22:07:29.784718,Cannot believe this just happened. Reaction content.  Let me know what topic to cover next.,12440,427,38,76,original,
235,5,instagram,2025-10-19T20:38:52.784718,Tag a friend who needs to see this. Reaction content.  Let me know what topic to cover next.,20614,629,89,156,catalogue,
236,5,instagram,2025-09-01T09:35:07.784718,Behind the scenes of the next project. Reaction content.  Let me know what topic to cover next.,10714,210,17,22,catalogue,reggaeton_launch_q2
237,5,instagram,2025-10-17T00:48:43.784718,You asked for it so here it is. Reaction content.  Let me know what topic to cover next.,10436,175,36,13,trending,
238,5,instagram,2025-08-24T16:07:49.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,22437,596,80,156,trending,fitness_january_push
239,5,instagram,2025-08-08T23:28:11.784718,Behind the scenes of the next project. Reaction content.  Let me know what topic to cover next.,19765,354,36,33,catalogue,beauty_summer_2025
240,5,instagram,2025-11-07T02:35:23.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,12733,302,40,40,trending,beauty_summer_2025
241,5,instagram,2025-11-11T19:49:48.784718,Tag a friend who needs to see this. Reaction content.  Let me know what topic to cover next.,20498,480,93,110,catalogue,back_to_school_2025
242,5,instagram,2025-09-26T03:29:44.784718,Day 17 of posting until this goes viral. Reaction content.  Let me know what topic to cover next.,12325,277,33,85,original,back_to_school_2025
243,5,instagram,2025-11-01T14:42:01.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,13511,257,20,45,original,beauty_summer_2025
244,5,instagram,2025-07-27T05:59:01.784718,This audio is stuck in my head. Reaction content.  Let me know what topic to cover next.,16863,332,30,78,original,beauty_summer_2025
245,5,instagram,2025-10-18T08:10:32.784718,Trying something different today. Reaction content.  Let me know what topic to cover next.,17225,541,42,93,trending,reggaeton_launch_q2
246,5,instagram,2025-08-05T08:43:42.784718,POV you are listening to this on repeat. Reaction content.  Let me know what topic to cover next.,8567,136,29,51,trending,fitness_january_push
247,5,instagram,2025-10-12T08:41:06.784718,"New drop just landed, what do you think. Reaction content.  Let me know what topic to cover next.",13280,228,29,50,catalogue,reggaeton_launch_q2
248,5,instagram,2025-08-08T22:06:43.784718,Behind the scenes of the next project. Reaction content.  Let me know what topic to cover next.,11888,247,42,61,trending,fitness_january_push
